city,region,bairro,property_type,loteamento,price,bedrooms,bathrooms,house_size,lot_size,sqft_above,sqft_basement,floors,waterfront,view,condition,grade,year_built,year_renovated,zipcode,lat,long
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,448324,3,1.0,160,160,160,0,6.0,0,3,2,6,2009,0,95336,-28.909000005173795,-51.524352249944336
Gramado,Serra Gaúcha,Três Pinheiros,Apartamento,—,1361584,2,1.0,67,67,67,0,5.0,0,1,3,9,1981,0,95677,-29.362216671430957,-50.878920849260616
Caxias do Sul,Serra Gaúcha,São Pelegrino,Casa,—,562809,4,2.0,74,542,74,0,1.0,0,3,3,7,1987,0,95014,-29.164616335332244,-51.15715918029467
Gramado,Serra Gaúcha,Morada da Serra,Comercial,—,5145295,0,2.0,270,445,270,0,2.0,0,0,2,5,1997,0,95676,-29.4277190911821,-50.90130530083391
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Casa,—,1081559,2,2.0,237,581,237,0,1.0,0,0,5,10,2003,2010,95150,-29.366599166870863,-51.16297209790443
Veranópolis,Serra Gaúcha,São Pelegrino,Condomínio Residencial,—,614102,2,3.0,177,523,177,0,2.0,0,2,5,9,2018,0,95332,-28.898881006371703,-51.51656125104696
Bento Gonçalves,Serra Gaúcha,Planalto,Casa,—,1712746,2,1.5,247,731,247,0,2.0,0,1,2,10,2018,2011,95700,-29.136904905562357,-51.51137445476725
Garibaldi,Serra Gaúcha,Santa Marta,Apartamento,—,357864,1,1.0,81,81,81,0,4.0,0,0,2,10,2003,2022,95727,-29.245769382619944,-51.49901585963919
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,365000,0,0.0,0,714,0,0,0.0,0,1,3,6,2023,0,95335,-28.865172261412912,-51.61305345755583
Porto Alegre,Capital,Chácara das Pedras,Casa,—,1915103,3,1.0,246,642,246,0,2.0,0,2,4,8,2006,0,90013,-29.992959977023837,-51.183068258922674
Veranópolis,Serra Gaúcha,Centro,Condomínio Residencial,—,977702,2,3.0,236,459,236,0,1.0,0,4,4,10,1993,0,95333,-28.936625505730202,-51.600386782124055
Nova Prata,Serra Gaúcha,Frizon,Casa,—,1030242,4,3.5,281,680,281,0,1.0,0,4,5,8,2010,0,95320,-28.80807915427826,-51.583542765238285
Porto Alegre,Capital,Cristal,Terreno,—,2147022,0,0.0,0,1155,0,0,0.0,0,1,1,6,2005,0,90019,-29.994928753131155,-51.255384762691094
Nova Prata,Serra Gaúcha,Interior,Terreno,Condomínio fechado interior,308882,0,0.0,0,2060,0,0,0.0,0,3,3,6,2016,0,95327,-28.790265506861402,-51.572191338164515
Veranópolis,Serra Gaúcha,Medianeira,Casa,—,212485,2,2.5,71,665,71,0,1.0,0,0,5,8,1977,0,95336,-28.972003565138756,-51.5769897208851
Bento Gonçalves,Serra Gaúcha,São Roque,Condomínio Residencial,—,940043,3,2.0,126,335,126,0,1.0,0,1,5,11,1981,0,95703,-29.134561087289644,-51.49285807075096
Porto Alegre,Capital,Três Figueiras,Condomínio Residencial,—,2023517,3,3.0,194,349,194,0,1.0,0,0,5,9,1992,0,90011,-29.998064294957995,-51.20520996510231
Porto Alegre,Capital,Boa Vista,Apartamento,—,1402124,1,1.0,173,173,173,0,3.0,0,0,5,10,1998,0,90013,-30.032380616275724,-51.19077387202751
Farroupilha,Serra Gaúcha,Pio X,Apartamento,—,718206,1,2.0,126,126,126,0,5.0,0,3,4,6,2022,0,95181,-29.247910088391475,-51.297180584165716
Vila Flores,Serra Gaúcha,Centro,Apartamento,—,156195,3,2.0,60,60,60,0,5.0,0,4,5,10,1997,0,95342,-28.901249244680727,-51.61607274470813
Porto Alegre,Capital,Petrópolis,Apartamento,—,872593,3,2.0,124,124,124,0,1.0,0,4,5,9,1970,0,90010,-30.074637534747847,-51.21320719421313
Gramado,Serra Gaúcha,Várzea Grande,Casa,—,4030107,4,3.0,205,660,205,0,1.0,0,1,5,9,1982,2019,95672,-29.329132455263018,-50.839154287676536
Farroupilha,Serra Gaúcha,Centro,Condomínio Residencial,—,1380542,2,2.0,185,382,185,0,3.0,0,4,3,8,1971,0,95180,-29.2671497659543,-51.353930888211075
Bento Gonçalves,Serra Gaúcha,Planalto,Apartamento,—,772307,3,2.0,127,127,127,0,7.0,1,3,4,10,2013,2022,95706,-29.169850238546868,-51.537648561534525
Bento Gonçalves,Serra Gaúcha,Charqueadas,Casa,—,1222445,4,3.0,203,480,203,0,2.0,0,1,2,8,1971,0,95701,-29.14403483150459,-51.49560599977344
Bento Gonçalves,Serra Gaúcha,Fátima,Apartamento,—,912984,2,1.0,130,130,130,0,6.0,0,2,4,8,2008,0,95706,-29.149557099781134,-51.55582250778648
Canela,Serra Gaúcha,São José,Comercial,—,4283999,0,2.0,324,414,324,0,1.0,0,2,5,6,1991,2019,95689,-29.334425018754906,-50.78833142078984
Porto Alegre,Capital,Mont'Serrat,Casa,—,596664,3,3.0,72,408,72,0,1.0,0,3,2,8,1973,0,90014,-29.99823253852187,-51.18501629874556
Porto Alegre,Capital,Cristal,Apartamento,—,1220823,2,1.0,163,163,163,0,12.0,0,2,2,6,1971,2007,90012,-30.0171064940638,-51.20355653267243
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Apartamento,—,568180,1,1.0,128,128,128,0,3.0,0,1,4,9,2001,0,95157,-29.38193190840717,-51.11531093324189
Canela,Serra Gaúcha,Centro,Condomínio Residencial,—,2274570,2,2.0,136,647,136,0,2.0,0,1,3,10,2005,2017,95687,-29.389931198671956,-50.78976286928667
Porto Alegre,Capital,Três Figueiras,Condomínio Residencial,—,2738602,4,3.0,278,752,278,0,1.0,0,1,4,9,2015,0,90012,-30.04990014110394,-51.196794674806476
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Casa,—,499169,3,3.0,107,398,107,0,1.0,0,3,5,10,1971,2020,95153,-29.3278749330429,-51.161261220532104
Nova Prata,Serra Gaúcha,Interior,Terreno,Condomínio fechado interior,393734,0,0.0,0,1778,0,0,0.0,0,1,1,6,1999,0,95324,-28.796060397446762,-51.56870525438656
Porto Alegre,Capital,Boa Vista,Apartamento,—,447888,2,2.0,66,66,66,0,10.0,0,1,5,10,2001,0,90011,-30.024294208701765,-51.20461857277041
Porto Alegre,Capital,Menino Deus,Apartamento,—,890470,1,1.0,131,131,131,0,2.0,0,0,4,6,2014,0,90011,-30.048951772021457,-51.197025117135375
Nova Prata,Serra Gaúcha,São Cristóvão,Casa,—,396089,3,3.0,104,588,104,0,2.0,0,4,4,5,2015,2022,95327,-28.75669074294745,-51.62840230339948
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,221677,0,0.0,0,532,0,0,0.0,0,2,1,6,1993,0,95340,-28.818380211216557,-51.62779633455827
Canela,Serra Gaúcha,São José,Condomínio Residencial,—,5353597,4,2.0,321,658,321,0,1.0,0,2,4,11,2006,2013,95685,-29.315136461182323,-50.78629665933996
Bento Gonçalves,Serra Gaúcha,Fátima,Terreno,—,914723,0,0.0,0,761,0,0,0.0,0,3,3,4,1995,0,95709,-29.182526564220797,-51.55999477759914
Canela,Serra Gaúcha,Industrial,Casa,—,2748079,2,3.0,191,724,191,0,1.0,0,4,4,10,2009,0,95686,-29.318173073867193,-50.78657842460279
Nova Prata,Serra Gaúcha,Santa Cruz,Casa,—,388922,2,2.0,115,712,38,77,2.0,0,2,4,9,2011,2013,95321,-28.789706739003105,-51.65147232035704
Farroupilha,Serra Gaúcha,Cinquentenário,Condomínio Residencial,—,2017354,4,3.5,307,448,307,0,2.0,0,2,5,12,2018,0,95181,-29.254411096042,-51.382356333780464
Garibaldi,Serra Gaúcha,Bela Vista,Apartamento,—,557664,1,1.0,109,109,109,0,4.0,0,3,5,7,2012,0,95721,-29.273596591701587,-51.49605052065318
Caxias do Sul,Serra Gaúcha,Sagrada Família,Terreno,—,1532154,0,0.0,0,759,0,0,0.0,0,3,2,5,1996,0,95019,-29.205150563100435,-51.159127639799145
Porto Alegre,Capital,Menino Deus,Condomínio Residencial,—,3041223,3,2.0,340,759,340,0,2.0,0,2,5,8,1984,0,90014,-30.064701384624424,-51.23281036544926
Nova Prata,Serra Gaúcha,Santa Cruz,Apartamento,—,623039,2,2.0,163,163,163,0,6.0,0,3,5,8,1971,0,95324,-28.815199286141247,-51.58406819541865
Porto Alegre,Capital,Menino Deus,Casa,—,1604325,3,1.5,192,646,192,0,2.0,0,3,3,7,1981,2001,90010,-30.030480943757173,-51.205809908956205
Farroupilha,Serra Gaúcha,Pio X,Apartamento,—,733254,1,1.0,134,134,134,0,6.0,0,2,3,10,2012,2013,95189,-29.188023745614107,-51.36500342171518
Porto Alegre,Capital,Partenon,Comercial,—,2337879,0,1.0,323,419,323,0,1.0,0,2,2,9,1984,2003,90019,-30.042170070771437,-51.26612728636503
Porto Alegre,Capital,Mont'Serrat,Terreno,—,1588778,0,0.0,0,996,0,0,0.0,0,0,2,4,1997,0,90016,-30.065169517393002,-51.17442620379589
Nova Prata,Serra Gaúcha,Centro,Apartamento,—,613927,1,1.0,174,174,174,0,2.0,0,4,3,6,1988,0,95328,-28.819914600990195,-51.65447897820672
Caxias do Sul,Serra Gaúcha,Exposição,Apartamento,—,1031896,1,1.0,138,138,138,0,7.0,0,0,2,8,1985,2021,95011,-29.119137060671285,-51.12954772388007
Farroupilha,Serra Gaúcha,São Caetano,Terreno,—,930538,0,0.0,0,734,0,0,0.0,0,0,3,4,2019,0,95182,-29.236945771474627,-51.375816362293016
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,849532,3,2.0,99,99,99,0,3.0,0,4,2,9,1996,2002,95010,-29.19922958269337,-51.15581788631633
Garibaldi,Serra Gaúcha,Progresso,Casa,—,1503910,4,1.0,287,772,219,68,2.0,0,3,2,5,1976,0,95722,-29.289259123088332,-51.5564739852637
Vila Flores,Serra Gaúcha,Centro,Condomínio Residencial,—,1062217,4,3.0,317,529,317,0,2.0,0,4,3,11,1972,0,95339,-28.904117866028002,-51.577731756202404
Farroupilha,Serra Gaúcha,São Caetano,Condomínio Residencial,—,1059827,4,2.0,157,615,157,0,2.0,0,2,4,9,1970,0,95188,-29.211244531722,-51.36998143642315
Farroupilha,Serra Gaúcha,Desvio Rizzo,Apartamento,—,1056818,2,2.0,179,179,179,0,12.0,0,4,5,10,1975,0,95181,-29.211127641299885,-51.39081535172621
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Casa,—,915951,3,2.0,193,545,193,0,2.0,0,4,2,6,2007,2007,95151,-29.403482276962983,-51.07021584662893
Nova Petrópolis,Serra Gaúcha,Pinhal Alto,Apartamento,—,345342,2,2.0,81,81,81,0,2.0,0,4,3,6,1992,2022,95150,-29.413346873992708,-51.07829103901947
Porto Alegre,Capital,Bela Vista,Apartamento,—,551583,1,2.0,81,81,81,0,7.0,0,4,5,9,2020,0,90015,-30.01209492104253,-51.25199197592772
Porto Alegre,Capital,Três Figueiras,Apartamento,—,595994,3,1.0,73,73,73,0,1.0,0,1,4,8,1983,0,90017,-30.06874891236938,-51.22395124043936
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,567147,2,1.0,69,69,69,0,12.0,0,1,2,6,2013,2020,90017,-30.01490754758599,-51.190533749452946
Porto Alegre,Capital,Centro Histórico,Comercial,—,869586,0,2.0,139,315,139,0,1.0,0,0,3,8,1972,0,90012,-30.032149246433757,-51.20604527522728
Porto Alegre,Capital,Cidade Baixa,Apartamento,—,1193942,1,1.0,172,172,172,0,3.0,0,1,2,7,2018,0,90019,-30.066291324148782,-51.19716686219611
Porto Alegre,Capital,Bela Vista,Terreno,—,535643,0,0.0,0,381,0,0,0.0,0,2,1,4,1991,0,90018,-30.084346155916894,-51.23891422260915
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Morada do Bosque,351256,0,0.0,0,380,0,0,0.0,0,1,1,5,2006,0,95338,-28.896570277301432,-51.58415101720684
Nova Prata,Serra Gaúcha,Centro,Casa,—,757129,2,3.0,194,394,171,23,2.0,0,3,5,8,2002,2017,95321,-28.782314158832254,-51.58466305871361
Bento Gonçalves,Serra Gaúcha,São Roque,Casa,—,1406294,4,2.5,233,402,197,36,1.0,0,1,5,7,1985,2022,95703,-29.144150129414847,-51.55642576627922
Garibaldi,Serra Gaúcha,São João,Apartamento,—,737176,2,2.0,168,168,168,0,7.0,0,2,4,8,2009,0,95727,-29.2840277409571,-51.48740584361747
Porto Alegre,Capital,Petrópolis,Condomínio Residencial,—,1389634,2,3.0,137,263,106,31,1.0,0,0,5,9,1979,0,90018,-29.996594140250167,-51.240807221589165
Farroupilha,Serra Gaúcha,Centro,Terreno,—,562895,0,0.0,0,399,0,0,0.0,0,2,2,3,2015,0,95182,-29.25381001934643,-51.3233061079652
Canela,Serra Gaúcha,Fontes do Ipê,Comercial,—,826831,0,1.0,70,243,70,0,1.0,0,1,3,5,2003,2007,95687,-29.404796762832813,-50.82886362218603
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,232989,0,0.0,0,369,0,0,0.0,0,3,2,3,1996,0,95321,-28.746486236887083,-51.57550990955191
Porto Alegre,Capital,Chácara das Pedras,Casa,—,2061534,3,3.0,264,838,264,0,1.0,1,4,4,5,1973,0,90014,-30.06886575434956,-51.22111672265323
Farroupilha,Serra Gaúcha,São Caetano,Casa,—,1342374,3,3.0,244,589,244,0,3.0,0,0,4,7,1977,0,95180,-29.270874850888916,-51.300201046664874
Gramado,Serra Gaúcha,Três Pinheiros,Comercial,—,1367734,0,2.0,74,168,74,0,2.0,0,1,2,9,2016,2002,95675,-29.40036880064008,-50.85218276780733
Canela,Serra Gaúcha,Centro,Apartamento,—,1595146,2,2.0,118,118,118,0,4.0,0,3,4,7,2019,0,95686,-29.387415851536776,-50.81885476547837
Nova Petrópolis,Serra Gaúcha,Pinhal Alto,Apartamento,—,551557,1,2.0,112,112,112,0,2.0,0,2,4,10,2006,0,95150,-29.392529687715328,-51.134221344068635
Canela,Serra Gaúcha,Centro,Condomínio Residencial,—,5797163,2,2.0,349,897,333,16,1.0,0,1,3,12,2002,2020,95685,-29.409089335556875,-50.79137949956779
Gramado,Serra Gaúcha,Morada da Serra,Condomínio Residencial,—,6162087,4,2.0,267,531,267,0,1.0,1,1,5,9,1995,0,95675,-29.36922736495681,-50.882639582431906
Bento Gonçalves,Serra Gaúcha,Charqueadas,Apartamento,—,413350,3,1.0,61,61,61,0,7.0,0,1,4,9,1971,2021,95705,-29.14582231663796,-51.546805854333016
Porto Alegre,Capital,Moinhos de Vento,Comercial,—,1383213,0,1.0,245,308,245,0,1.0,0,0,4,5,1991,2005,90015,-30.043760877549552,-51.207907484121684
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Casa,—,1911972,2,2.0,234,506,203,31,2.0,0,4,3,6,1993,0,95019,-29.181878531398546,-51.216813585975075
Porto Alegre,Capital,Menino Deus,Apartamento,—,443412,3,2.0,61,61,61,0,7.0,0,2,3,9,2012,0,90011,-30.045219450873116,-51.18412483123591
Bento Gonçalves,Serra Gaúcha,São Roque,Apartamento,—,596915,3,1.0,103,103,103,0,7.0,0,3,3,6,2013,2017,95701,-29.12586696924426,-51.49897441469707
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,234867,0,0.0,0,597,0,0,0.0,0,2,1,5,1996,0,95336,-28.961724899568203,-51.582179702015424
Caxias do Sul,Serra Gaúcha,Exposição,Casa,—,934730,3,1.0,106,263,106,0,2.0,0,4,4,10,2012,0,95010,-29.195983270298445,-51.18198622400586
Bento Gonçalves,Serra Gaúcha,São Roque,Apartamento,—,544038,3,2.0,89,89,89,0,1.0,0,2,3,7,1982,0,95708,-29.21012288047036,-51.51048200901307
Gramado,Serra Gaúcha,Mato Queimado,Condomínio Residencial,—,6292060,3,3.5,250,472,250,0,1.0,0,1,4,11,1985,0,95673,-29.37070008712436,-50.87600167889682
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,246832,0,0.0,0,649,0,0,0.0,0,2,2,5,2016,0,95339,-28.968533331140797,-51.51823288995129
Caxias do Sul,Serra Gaúcha,Sanvitto,Terreno,—,823548,0,0.0,0,466,0,0,0.0,0,1,1,4,2023,0,95018,-29.15688140462481,-51.15789298331932
Nova Prata,Serra Gaúcha,Interior,Apartamento,—,530244,3,2.0,157,157,157,0,5.0,0,2,2,8,2009,0,95325,-28.81917720817947,-51.63784740910021
Porto Alegre,Capital,Cristal,Apartamento,—,724078,3,2.0,96,96,96,0,8.0,0,3,4,7,1987,2011,90010,-30.01335510196076,-51.24545587807134
Caxias do Sul,Serra Gaúcha,Santa Catarina,Casa,—,1556579,2,3.5,178,637,178,0,2.0,0,1,2,6,1994,2005,95014,-29.192145165496434,-51.22620705216791
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Apartamento,—,595047,1,2.0,70,70,70,0,7.0,0,2,5,10,1991,0,95017,-29.16747711500445,-51.21757582696113
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,1064157,1,1.0,143,143,143,0,6.0,0,3,4,6,1977,2012,90015,-30.051168430729494,-51.218757802458626
Farroupilha,Serra Gaúcha,Centro,Casa,—,1015885,3,3.5,170,266,104,66,1.0,0,1,5,10,2004,2012,95183,-29.218457408480845,-51.34297375687129
Nova Prata,Serra Gaúcha,São Cristóvão,Comercial,—,308093,0,2.0,110,272,110,0,2.0,0,0,2,6,2013,0,95323,-28.82279206673294,-51.63455233856426
Farroupilha,Serra Gaúcha,São Caetano,Comercial,—,1994736,0,2.0,387,399,387,0,1.0,0,0,4,7,1993,0,95187,-29.22647481284003,-51.29914349872392
Nova Prata,Serra Gaúcha,São Cristóvão,Terreno,Lot. Colinas do Caravaggio,159692,0,0.0,0,382,0,0,0.0,0,1,2,5,2014,0,95323,-28.831727682546905,-51.63138355616734
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,320892,0,0.0,0,488,0,0,0.0,0,0,1,4,2018,0,95338,-28.892785782459075,-51.535350400500874
Garibaldi,Serra Gaúcha,São João,Casa,—,1507653,4,1.0,292,741,292,0,2.0,0,2,4,8,2010,0,95726,-29.262862828452445,-51.529227244386206
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,831402,3,1.0,107,107,107,0,2.0,0,4,4,7,1972,0,95012,-29.131779863713128,-51.17329509705878
Vila Flores,Serra Gaúcha,Centro,Comercial,—,256215,0,2.0,109,240,109,0,3.0,0,0,2,7,1985,0,95335,-28.898365927827005,-51.605252928791955
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),134226,0,0.0,0,370,0,0,0.0,0,3,1,4,2020,0,95332,-28.897984732370507,-51.55129668592098
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,564711,3,3.0,84,336,84,0,1.0,0,1,5,7,1975,0,95708,-29.194813879080996,-51.527791971347156
Canela,Serra Gaúcha,Reserva da Serra,Apartamento,—,782340,3,1.0,54,54,54,0,1.0,0,4,2,6,1971,2019,95685,-29.32147816866106,-50.83575605824356
Farroupilha,Serra Gaúcha,Centro,Casa,—,480950,2,2.0,85,662,28,57,1.0,0,3,2,8,2000,0,95189,-29.27163990587682,-51.30790167139194
Garibaldi,Serra Gaúcha,Centro,Condomínio Residencial,—,1987840,2,3.0,335,659,335,0,2.0,0,3,4,11,2009,0,95729,-29.285604233341896,-51.49401200785071
Nova Petrópolis,Serra Gaúcha,Pinhal Alto,Casa,—,734051,2,1.0,150,444,150,0,1.0,0,1,2,8,1977,0,95152,-29.35227338052528,-51.0714024878738
Farroupilha,Serra Gaúcha,São Caetano,Casa,—,717059,4,3.0,133,719,133,0,1.0,0,2,5,6,1984,0,95180,-29.21779233684227,-51.39602059096319
Gramado,Serra Gaúcha,Três Pinheiros,Condomínio Residencial,—,6096052,4,2.5,222,393,222,0,2.0,0,3,4,8,1988,0,95670,-29.402170033118942,-50.90390477485529
Caxias do Sul,Serra Gaúcha,Sanvitto,Terreno,—,1594527,0,0.0,0,792,0,0,0.0,0,0,1,4,2000,0,95012,-29.189462073457992,-51.195598516784216
Bento Gonçalves,Serra Gaúcha,Planalto,Casa,—,1919083,2,1.5,290,511,290,0,1.0,0,3,3,7,2000,0,95709,-29.15111335224758,-51.55312565294696
Porto Alegre,Capital,Cristal,Casa,—,841209,2,2.5,107,223,107,0,2.0,0,1,4,9,1994,0,90011,-30.039461771679342,-51.26585016269141
Nova Petrópolis,Serra Gaúcha,Centro,Casa,—,968072,2,1.5,215,377,215,0,1.0,0,4,3,6,2016,0,95152,-29.392998213905397,-51.09718953263814
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,1858969,2,1.5,272,677,272,0,1.0,0,0,4,9,1998,0,95706,-29.16786700083313,-51.47302049725597
Porto Alegre,Capital,Petrópolis,Apartamento,—,1017824,2,1.0,132,132,132,0,5.0,0,3,2,7,1970,0,90014,-29.997435089185846,-51.200588399234945
Veranópolis,Serra Gaúcha,São Pelegrino,Casa,—,411101,4,1.0,135,632,135,0,1.0,0,2,4,10,2023,0,95335,-28.908429088660093,-51.59302337029672
Vila Flores,Serra Gaúcha,Centro,Casa,—,453077,2,1.0,193,311,193,0,2.0,0,2,2,6,2015,0,95341,-28.84010070700153,-51.58327857303674
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,682864,2,1.0,89,89,89,0,5.0,0,4,4,6,2009,2021,95018,-29.207708496895954,-51.14305088662376
Bento Gonçalves,Serra Gaúcha,Centro,Casa,—,683905,2,1.0,107,589,107,0,1.0,0,3,2,9,1983,0,95705,-29.139140897558427,-51.488074041845586
Bento Gonçalves,Serra Gaúcha,São Roque,Terreno,—,1506571,0,0.0,0,1071,0,0,0.0,0,0,3,6,2006,0,95706,-29.14681289401866,-51.53549702473626
Bento Gonçalves,Serra Gaúcha,Planalto,Apartamento,—,873362,3,2.0,126,126,126,0,7.0,0,2,2,9,2019,0,95707,-29.15242981533858,-51.53998174981043
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,707032,0,0.0,0,427,0,0,0.0,0,1,1,3,1998,0,95018,-29.145178215787105,-51.16736702085292
Canela,Serra Gaúcha,Centro,Terreno,—,3356353,0,0.0,0,1196,0,0,0.0,0,0,1,3,2010,0,95683,-29.319524296817015,-50.854377832422344
Veranópolis,Serra Gaúcha,Interior,Condomínio Residencial,—,968603,3,2.5,280,781,280,0,3.0,0,2,4,10,1973,2011,95339,-28.9643562113678,-51.53685806528472
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Comercial,—,707848,0,1.0,105,204,105,0,2.0,0,0,2,8,2004,0,95019,-29.1472557890148,-51.22927262537491
Canela,Serra Gaúcha,Jardim,Condomínio Residencial,—,5298882,2,2.5,308,866,308,0,2.0,0,4,5,11,2006,0,95681,-29.406608420817726,-50.83477540331258
Veranópolis,Serra Gaúcha,Centro,Apartamento,—,153117,2,2.0,48,48,48,0,4.0,0,1,4,7,1984,0,95333,-28.950798918375416,-51.55934643525736
Farroupilha,Serra Gaúcha,Pio X,Casa,—,798298,4,2.0,148,656,148,0,1.0,0,1,4,7,1999,0,95187,-29.245341089870767,-51.31269155119756
Nova Petrópolis,Serra Gaúcha,Centro,Casa,—,415588,3,2.5,85,300,85,0,2.0,0,2,2,10,2006,0,95156,-29.342651601785548,-51.13646547736623
Canela,Serra Gaúcha,Fontes do Ipê,Terreno,—,2387285,0,0.0,0,803,0,0,0.0,0,2,2,4,2004,0,95683,-29.37753051902624,-50.79411629400705
Canela,Serra Gaúcha,Reserva da Serra,Casa,—,1147262,4,1.0,86,220,86,0,2.0,0,3,2,5,2018,0,95685,-29.327732551017544,-50.8531787362215
Porto Alegre,Capital,Chácara das Pedras,Casa,—,1466463,2,2.0,188,645,140,48,1.0,0,1,5,6,2022,0,90012,-30.0165728587122,-51.207965994263894
Veranópolis,Serra Gaúcha,Renovação,Terreno,Renovação,376150,0,0.0,0,476,0,0,0.0,0,2,1,4,1997,0,95331,-28.941612467281804,-51.53130830165241
Nova Prata,Serra Gaúcha,Clivatti,Apartamento,—,527960,3,1.0,150,150,150,0,7.0,0,0,5,9,1989,0,95320,-28.817602757349388,-51.65993411175282
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,408713,4,2.0,173,750,173,0,2.0,0,3,3,7,2022,0,95337,-28.89858939622663,-51.61370428442028
Vila Flores,Serra Gaúcha,Centro,Casa,—,598022,4,3.0,258,364,258,0,1.0,0,0,2,10,2010,0,95340,-28.862710096634252,-51.58450072211301
Veranópolis,Serra Gaúcha,Medianeira,Condomínio Residencial,—,1129289,2,3.5,308,762,308,0,2.0,0,4,3,9,1997,2018,95330,-28.93783169487739,-51.56673948859312
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,298000,0,0.0,0,420,0,0,0.0,0,1,3,6,2019,0,95335,-28.86188532095935,-51.6091933653249
Garibaldi,Serra Gaúcha,São João,Casa,—,1335270,2,3.0,275,579,275,0,3.0,0,0,2,10,1993,0,95723,-29.26871738915264,-51.577132042353
Caxias do Sul,Serra Gaúcha,Sanvitto,Casa,—,1752807,2,3.5,212,807,212,0,1.0,0,0,2,10,2000,0,95018,-29.2017569018178,-51.16801940523779
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,320000,0,0.0,0,475,0,0,0.0,0,2,3,6,2022,0,95335,-28.87418343600189,-51.592692306319485
Gramado,Serra Gaúcha,Três Pinheiros,Terreno,—,4714012,0,0.0,0,1043,0,0,0.0,0,1,2,5,2000,0,95676,-29.36397668447547,-50.83204055903045
Nova Prata,Serra Gaúcha,Interior,Casa,—,617075,2,1.0,185,370,185,0,1.0,0,3,3,5,2009,0,95322,-28.81663238059915,-51.589268355588956
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,1223447,3,1.0,164,164,164,0,6.0,0,0,5,6,1997,0,95017,-29.204943779453536,-51.167781325261416
Porto Alegre,Capital,Cristal,Casa,—,1984137,4,3.0,273,678,201,72,2.0,0,4,4,5,2017,0,90018,-30.031817533241828,-51.19514638879981
Vila Flores,Serra Gaúcha,Linha Aimoré,Terreno,Linha Aimoré,172149,0,0.0,0,908,0,0,0.0,0,3,2,5,1999,0,95335,-28.852168453004975,-51.554831090978006
Nova Prata,Serra Gaúcha,Centro,Casa,—,569083,3,1.0,160,462,160,0,1.0,0,3,2,10,1980,2015,95329,-28.822552068704464,-51.5876292795172
Veranópolis,Serra Gaúcha,São Pelegrino,Casa,—,314715,4,3.0,96,552,96,0,2.0,0,1,3,5,2018,2004,95337,-28.970870302288304,-51.515274996003306
Garibaldi,Serra Gaúcha,São João,Condomínio Residencial,—,1515184,4,3.0,263,794,263,0,1.0,0,0,4,12,1973,2012,95726,-29.258192022054168,-51.49061902678617
